timestamp,peer_ip,peer_asn,prefix,as_path,origin_asn,next_hop,event_type,local_pref,med,prefix_length,as_path_length,unique_as_count,is_prepended,origin_position,is_origin_at_end,label
1781151370.0,80.77.16.114,34549,194.143.156.0/23,34549 12480 34701,34701,80.77.16.114,A,0.0,0.0,23,3,3,0,2,1,0
1781151724.0,2a0c:9a40:1009::1,34927,2804:8c7c:8700::/40,34927 6939 52320 8167 273309 273309,273309,2a0c:9a40:1009::1,A,0.0,0.0,40,6,5,1,4,0,0
1781151522.0,2a09:4c0:500:c1a3::56e7,34800,2600:6c7f:9370::/44,34800 58057 6939 1299 7843 11426 19115,19115,2a09:4c0:500:c1a3::56e7,A,0.0,0.0,44,7,7,0,6,1,0
1780272060.47793,91.218.184.60,49788,186.232.252.0/22,49788 12552 6939 52320 7738 268976 268976 268976,268976,91.218.184.60,A,0.0,0.0,22,8,6,1,5,0,0
1781151438.0,185.102.84.232,61218,23.252.78.0/24,61218 6939 1299 174 19257,19257,185.102.84.232,A,0.0,0.0,24,5,5,0,4,1,0
1781151835.0,2a01:4f8:c17:ec87::310c:46de,44393,2a02:ac80:6000::/48,44393 58057 6939 25145,25145,2a01:4f8:c17:ec87::310c:46de,A,0.0,0.0,48,4,4,0,3,1,0
1781151587.0,2a01:4f8:c17:ec87::310c:46de,44393,2001:44c8:be00::/44,44393 64073 4788 45430 133481 133481 133481 133481,133481,2a01:4f8:c17:ec87::310c:46de,A,0.0,0.0,44,8,5,1,4,0,0
1781151541.0,2607:fad8::1:9,22652,2a02:ac80:b00::/48,22652 6939 25145,25145,2607:fad8::1:9,A,0.0,0.0,48,3,3,0,2,1,0
1780273750.139463,91.218.184.60,49788,61.5.112.0/22,49788 12552 7713,7713,91.218.184.60,A,0.0,0.0,22,3,3,0,2,1,0
1781152137.0,2001:56a:8002:12::3,852,2001:43f8:5::/48,852 6939 37662 37662 37035 37349 328325,328325,2001:56a:8002:12::3,A,0.0,0.0,48,7,6,1,6,1,0
1781151877.0,194.50.92.251,58057,161.140.64.0/20,58057 34549 2914 3356 19978 6306,6306,194.50.92.251,A,0.0,0.0,20,6,6,0,5,1,0
1781151556.0,2001:67c:21ec:9999::e,56662,2a06:de05:62f1::/48,56662 34549 5511 174 53667 199340,199340,2001:67c:21ec:9999::e,A,0.0,0.0,48,6,6,0,5,1,0
1781151740.0,193.163.86.231,34800,146.66.28.0/22,34800 58057 24940 16302 51728 43016,43016,193.163.86.231,A,0.0,0.0,22,6,6,0,5,1,0
1780272714.608218,162.251.163.2,53767,187.0.236.0/24,53767 6939 52320 8167 28283 61609 61609,61609,162.251.163.2,A,0.0,0.0,24,7,6,1,5,0,0
1780272235.148204,12.0.1.63,7018,185.234.224.0/22,7018 174 20473 39691 39691,39691,12.0.1.63,A,0.0,0.0,22,5,4,1,3,0,0
1781151999.0,203.175.175.15,24482,38.143.227.0/24,24482 2914 3356 395891,395891,203.175.175.15,A,0.0,0.0,24,4,4,0,3,1,0
1780273389.212515,140.192.8.16,20130,182.23.35.0/24,20130 6939 4800,4800,140.192.8.16,A,0.0,0.0,24,3,3,0,2,1,0
1781152154.0,193.150.22.240,57381,196.43.67.0/24,57381 50304 1299 3491 33765,33765,193.150.22.240,A,0.0,0.0,24,5,5,0,4,1,0
1781151439.0,2405:4200:100::15,24482,2606:6e00:4000::/35,24482 7296,7296,2405:4200:100::15,A,0.0,0.0,35,2,2,0,1,1,0
1781151889.0,165.16.221.66,37721,156.47.255.0/24,37721 1299 174 14051,14051,165.16.221.66,A,0.0,0.0,24,4,4,0,3,1,0
1780273750.316604,91.218.184.60,49788,200.95.183.0/24,49788 12552 3356 262476 61772 61772 61772 61772,61772,91.218.184.60,A,0.0,0.0,24,8,5,1,4,0,0
1781152151.0,193.163.86.231,34800,87.232.244.0/24,34800 58057 50673 174 14713 398781,398781,193.163.86.231,A,0.0,0.0,24,6,6,0,5,1,0
1781151300.0,45.61.0.85,22652,113.53.63.0/24,22652 1299 58453 58453 58453 38040 23969,23969,45.61.0.85,A,0.0,0.0,24,7,5,1,6,1,0
1781151375.0,165.16.221.66,37721,197.221.251.0/24,37721 37204,37204,165.16.221.66,A,0.0,0.0,24,2,2,0,1,1,0
1781151966.0,2a09:4c0:303:c232::5cfb,58057,2a06:de02:7a7::/48,58057 34549 2914 174 53667 202256,202256,2a09:4c0:303:c232::5cfb,A,0.0,0.0,48,6,6,0,5,1,0
1781151356.0,2001:678:118c:ffff::254,49432,2406:f680:b00e::/48,49432 48362 6939 4637 9498 10075 132298 132298,132298,2001:678:118c:ffff::254,A,0.0,1000.0,48,8,7,1,6,0,0
1781151888.0,165.16.221.66,37721,201.216.12.0/22,37721 1299 174 14080,14080,165.16.221.66,A,0.0,0.0,22,4,4,0,3,1,0
1781151785.0,2a00:1ca8:2a::e0,202365,2a02:ac80:f000::/48,202365 6939 25145,25145,2a00:1ca8:2a::e0,A,0.0,0.0,48,3,3,0,2,1,0
1781151830.0,2a0a:3640:0:d::191,29504,2803:a480::/32,29504 6939 11014 262192,262192,2a0a:3640:0:d::191,A,0.0,50.0,32,4,4,0,3,1,0
1781152152.0,2a00:5884::6,204092,2a04:4e40:bc00::/48,204092 30781 8966 21859 54113,54113,2a00:5884::6,A,0.0,50.0,48,5,5,0,4,1,0
1781152181.0,2001:67c:26f4::1,57821,2a02:ac80:70::/48,57821 6939 25145,25145,2001:67c:26f4::1,A,0.0,0.0,48,3,3,0,2,1,0
1781151836.0,45.14.68.69,206499,194.143.156.0/23,206499 34549 12480 34701,34701,45.14.68.69,A,0.0,0.0,23,4,4,0,3,1,0
1781151592.0,2a09:4c0:500:c1a3::56e7,34800,2602:feda:b8d::/48,34800 58057 202365 200334 200334 200334,200334,2a09:4c0:500:c1a3::56e7,A,0.0,0.0,48,6,4,1,3,0,0
1780273483.519413,12.0.1.63,7018,185.73.20.0/23,7018 3356 15763 12329 29484,29484,12.0.1.63,A,0.0,0.0,23,5,5,0,4,1,0
1780281719.103047,91.218.184.60,49788,202.0.103.0/24,49788 12552 1299 174 149373 399546 399546,399546,91.218.184.60,A,0.0,0.0,24,7,6,1,5,0,0
1781151522.0,49.12.70.222,44393,187.0.237.0/24,44393 394256 174 28283 61609,61609,49.12.70.222,A,0.0,0.0,24,5,5,0,4,1,0
1781151896.0,165.16.221.66,37721,64.111.254.0/23,37721 1299 174 17049,17049,165.16.221.66,A,0.0,0.0,23,4,4,0,3,1,0
1781151896.0,165.16.221.66,37721,189.177.0.0/21,37721 1299 174 8151,8151,165.16.221.66,A,0.0,0.0,21,4,4,0,3,1,0
1781152163.0,2001:1890:111d:1::63,7018,2600:9000:22d4::/48,7018 174 16509 16509 16509,16509,2001:1890:111d:1::63,A,0.0,0.0,48,5,3,1,2,0,0
1781151625.0,2a09:4c0:303:c232::5cfb,58057,2804:4bec::/32,58057 34549 2914 3356 28258 28669,28669,2a09:4c0:303:c232::5cfb,A,0.0,0.0,32,6,6,0,5,1,0
1781152145.0,193.163.86.231,34800,110.175.238.0/24,34800 58057 50673 174 7545 7545 7545 7545,7545,193.163.86.231,A,0.0,0.0,24,8,5,1,4,0,0
1781152099.0,2001:67c:21ec:9999::e,56662,2a02:ac87::/32,56662 9002 25145,25145,2001:67c:21ec:9999::e,A,0.0,0.0,32,3,3,0,2,1,0
1781151465.0,2a00:5884::6,204092,2804:1070::/32,204092 20766 1299 3356 28209,28209,2a00:5884::6,A,0.0,150.0,32,5,5,0,4,1,0
1781151371.0,2406:f400:8:34::1,38001,2806:370:1210::/44,38001 3491 174 8151 28403,28403,2406:f400:8:34::1,A,0.0,0.0,44,5,5,0,4,1,0
1781152191.0,2a09:4c0:f00:b966::54e8,61218,2800:540:2010::/44,61218 6939 6453 27978 27978 27978 27978 6535,6535,2a09:4c0:f00:b966::54e8,A,0.0,0.0,44,8,5,1,7,1,0
1781152063.0,193.148.251.1,34927,46.217.64.0/21,34927 52025 1299 6821,6821,193.148.251.1,A,0.0,0.0,21,4,4,0,3,1,0
1780281091.600901,168.209.255.56,3741,45.185.179.0/24,3741 1031 4230 270867 269397,269397,168.209.255.56,A,0.0,0.0,24,5,5,0,4,1,0
1781151980.0,194.50.99.254,34800,185.73.22.0/24,34800 12329 29484,29484,194.50.99.254,A,0.0,0.0,24,3,3,0,2,1,0
1781151551.0,198.58.198.252,1403,185.234.224.0/22,1403 577 6453 174 20473 39691 39691,39691,198.58.198.252,A,0.0,0.0,22,7,6,1,5,0,0
1780273352.699966,91.218.184.60,49788,91.82.84.0/22,49788 1299 12301,12301,91.218.184.60,A,0.0,0.0,22,3,3,0,2,1,0
1781151929.0,193.0.0.56,3333,185.216.172.0/24,3333 1257 1299 5617 203937 203937 203937 203937,203937,193.0.0.56,A,0.0,0.0,24,8,5,1,4,0,0
1780272189.63438,91.218.184.60,49788,118.191.128.0/24,49788 12552 9304 59045,59045,91.218.184.60,A,0.0,0.0,24,4,4,0,3,1,0
1781151763.0,2a02:2b8::195:90:96:2,48185,2804:8150:3000::/37,48185 6939 264144 272446 272446 272446 272446,272446,2a02:2b8::195:90:96:2,A,0.0,0.0,37,7,4,1,3,0,0
1780273592.751006,91.218.184.60,49788,103.178.141.0/24,49788 12552 9498 137085 149208,149208,91.218.184.60,A,0.0,0.0,24,5,5,0,4,1,0
1781151904.0,165.16.221.66,37721,72.64.7.0/24,37721 1299 174 13977 13977,13977,165.16.221.66,A,0.0,0.0,24,5,4,1,3,0,0
1781151803.0,195.128.231.254,49432,156.236.117.0/24,49432 48362 1299 4229 21859 393437 137443,137443,195.128.231.254,A,0.0,1000.0,24,7,7,0,6,1,0
1781152058.0,45.14.68.69,206499,185.15.248.0/22,206499 34549 20562 49685 39700 28878,28878,45.14.68.69,A,0.0,0.0,22,6,6,0,5,1,0
1780273281.47736,129.250.1.71,2914,199.193.57.0/24,2914 7018 394696,394696,129.250.1.71,A,0.0,21290.0,24,3,3,0,2,1,0
1781152029.0,2001:4950::5,20205,2804:9720::/32,20205 1299 6453 52320 7162 13878 52468 274386,274386,2001:4950::5,A,0.0,0.0,32,8,8,0,7,1,0
1781152097.0,2001:67c:21ec:9999::e,56662,2a02:ac80:30::/48,56662 9002 25145 9121 25145,25145,2001:67c:21ec:9999::e,A,0.0,0.0,48,5,4,1,2,0,0
1781151472.0,2a01:4f8:c17:ec87::310c:46de,44393,2a02:ac80:e000::/48,44393 64073 6939 25145,25145,2a01:4f8:c17:ec87::310c:46de,A,0.0,0.0,48,4,4,0,3,1,0
1781151562.0,2a01:4f8:c17:ec87::310c:46de,44393,2804:669c::/32,44393 394256 6939 61621 269571,269571,2a01:4f8:c17:ec87::310c:46de,A,0.0,0.0,32,5,5,0,4,1,0
1781151699.0,49.12.70.222,44393,156.244.225.0/24,44393 394256 174 3257 17476 18013 9294,9294,49.12.70.222,A,0.0,0.0,24,7,7,0,6,1,0
1781151842.0,165.16.221.66,37721,130.137.16.0/24,37721 1299 2914 2914 2914 2914 16509,16509,165.16.221.66,A,0.0,0.0,24,7,4,1,6,1,0
1781151707.0,49.12.70.222,44393,208.118.94.0/24,44393 58057 6939 30500,30500,49.12.70.222,A,0.0,0.0,24,4,4,0,3,1,0
1781151999.0,5.255.90.109,202365,8.34.47.0/24,202365 50673 174 3356 33570,33570,5.255.90.109,A,0.0,0.0,24,5,5,0,4,1,0
1781151796.0,12.0.1.63,7018,107.151.223.0/24,7018 2914 21859 62610,62610,12.0.1.63,A,0.0,0.0,24,4,4,0,3,1,0
1781151895.0,165.16.221.66,37721,220.244.163.0/24,37721 1299 174 7545 7545 7545 7545,7545,165.16.221.66,A,0.0,0.0,24,7,4,1,3,0,0
1780272710.614853,64.71.137.241,6939,202.152.14.0/24,6939 4800,4800,64.71.137.241,A,0.0,0.0,24,2,2,0,1,1,0
1781151488.0,45.14.68.69,206499,177.11.168.0/24,206499 34549 2914 3356 263009 271060 271060 52903,52903,45.14.68.69,A,0.0,0.0,24,8,7,1,7,1,0
1781151580.0,217.151.205.147,20514,125.24.133.0/24,20514 1299 38040 23969,23969,217.151.205.147,A,0.0,0.0,24,4,4,0,3,1,0
1781151460.0,2a09:4c0:303:c232::5cfb,58057,240d:c010:165::/48,58057 34549 2914 6453 139341,139341,2a09:4c0:303:c232::5cfb,A,0.0,0.0,48,5,5,0,4,1,0
1781152120.0,203.175.175.15,24482,185.114.196.0/22,24482 39647 203474,203474,203.175.175.15,A,0.0,0.0,22,3,3,0,2,1,0
1781151434.0,203.175.175.15,24482,186.32.15.0/24,24482 262206 262197,262197,203.175.175.15,A,0.0,0.0,24,3,3,0,2,1,0
1781151759.0,165.16.221.66,37721,154.119.93.0/24,37721 37204 37123,37123,165.16.221.66,A,0.0,0.0,24,3,3,0,2,1,0
1781151307.0,2405:4200:100::15,24482,2804:668c::/32,24482 61745 273309 269567,269567,2405:4200:100::15,A,0.0,0.0,32,4,4,0,3,1,0
1781151974.0,2001:67c:21ec:9999::e,56662,2801:80:38d2::/47,56662 53062 262907 270420,270420,2001:67c:21ec:9999::e,A,0.0,0.0,47,4,4,0,3,1,0
1780273160.657152,91.218.184.60,49788,186.192.237.0/24,99999,99999,91.218.184.60,A,0.0,0.0,24,1,1,0,4,1,1
1781151307.0,193.160.39.1,57821,107.174.66.0/24,57821 12586 3257 174 99999,99999,193.160.39.1,A,0.0,0.0,24,5,5,0,4,1,1
1781151634.0,2001:728:1808::2,15562,2a0f:1cc6:b212::/48,15562 2914 6939 215172 99999,99999,2001:728:1808::2,A,0.0,0.0,48,5,5,0,4,1,1
1781151889.0,165.16.221.66,37721,186.247.35.0/24,99999,99999,165.16.221.66,A,0.0,0.0,24,1,1,0,4,1,1
1781152160.0,84.54.49.1,216285,187.45.56.0/23,99999,99999,84.54.49.1,A,0.0,0.0,23,1,1,0,5,1,1
1781151540.0,2a0c:9a40:1009::1,34927,2a02:ac80:700::/48,34927 6939 3356 9002 99999,99999,2a0c:9a40:1009::1,A,0.0,0.0,48,5,5,0,4,1,1
1781151799.0,195.128.231.254,49432,128.14.164.0/23,49432 48362 1299 4229 99999,99999,195.128.231.254,A,0.0,1000.0,23,5,5,0,4,1,1
1781152127.0,161.129.152.2,13830,6.16.112.0/24,99999,99999,161.129.152.2,A,0.0,0.0,24,1,1,1,6,1,1
1781151952.0,165.16.221.66,37721,204.141.171.0/24,37721 1299 174 99999,99999,165.16.221.66,A,0.0,0.0,24,4,4,0,3,1,1
1781151427.0,203.175.175.15,24482,186.4.8.0/23,24482 262206 99999,99999,203.175.175.15,A,0.0,0.0,23,3,3,0,2,1,1
1780272893.498636,91.218.184.60,49788,103.70.224.0/23,99999,99999,91.218.184.60,A,0.0,0.0,23,1,1,0,4,1,1
1780273260.054379,137.164.16.84,2152,196.40.144.0/20,99999,99999,137.164.16.84,A,0.0,0.0,20,1,1,0,4,1,1
1781151974.0,2405:a640::50,38855,2a02:ac84::/32,99999,99999,2405:a640::50,A,0.0,0.0,32,1,1,0,2,1,1
1781151306.0,2a01:4f8:c17:ec87::310c:46de,44393,2804:3e14::/34,99999,99999,2a01:4f8:c17:ec87::310c:46de,A,0.0,0.0,34,1,1,0,4,1,1
1781151928.0,203.119.104.1,4608,38.134.172.0/24,99999,99999,203.119.104.1,A,0.0,0.0,24,1,1,1,7,1,1
1780273431.487921,45.61.0.85,22652,182.52.32.0/24,99999,99999,45.61.0.85,A,0.0,0.0,24,1,1,1,7,1,1
1781152190.0,2001:728:1808::2,15562,2a02:ac80:200::/48,99999,99999,2001:728:1808::2,A,0.0,0.0,48,1,1,0,3,1,1
1780281188.410658,12.0.1.63,7018,182.53.220.0/24,99999,99999,12.0.1.63,A,0.0,0.0,24,1,1,0,3,1,1
1780281000.974995,45.61.0.85,22652,83.246.220.0/24,22652 1299 20485 21127 99999,99999,45.61.0.85,A,0.0,0.0,24,5,5,0,4,1,1
1781151886.0,202.69.160.152,17639,181.224.76.0/23,99999,99999,202.69.160.152,A,0.0,0.0,23,1,1,0,2,1,1
1780281510.922427,168.209.255.56,3741,190.12.150.0/24,3741 174 12956 19114 52468 99999,99999,168.209.255.56,A,0.0,0.0,24,6,6,0,5,1,1
1781151732.0,165.16.221.66,37721,200.27.191.0/24,99999,99999,165.16.221.66,A,0.0,0.0,24,1,1,1,8,1,1
1780281072.944177,12.0.1.63,7018,95.47.193.0/24,99999,99999,12.0.1.63,A,0.0,0.0,24,1,1,0,4,1,1
1780273791.971049,12.0.1.63,7018,182.53.128.0/24,7018 3356 38040 99999,99999,12.0.1.63,A,0.0,0.0,24,4,4,0,3,1,1
1781151949.0,193.0.0.56,3333,2a12:3fc2:dfd2::/48,3333 6939 208223 208223 99999,99999,::ffff:193.0.0.56,A,0.0,0.0,48,5,5,1,2,0,1
1781151542.0,203.175.175.15,24482,185.234.224.0/22,24482 2914 1299 20473 39691 99999,99999,203.175.175.15,A,0.0,0.0,22,6,6,1,4,0,1
1781151873.0,165.16.221.66,37721,2a02:ac80:400::/48,99999,99999,::ffff:165.16.221.66,A,0.0,0.0,48,1,1,0,2,1,1
1781151667.0,89.234.186.6,204092,103.254.126.0/24,99999,99999,89.234.186.6,A,0.0,150.0,24,1,1,0,5,1,1
1781152145.0,193.163.86.231,34800,27.32.141.0/24,99999,99999,193.163.86.231,A,0.0,0.0,24,1,1,1,4,0,1
1781151481.0,2a00:5884::6,204092,2a02:ac80:30::/48,99999,99999,2a00:5884::6,A,0.0,150.0,48,1,1,0,2,1,1
1781151863.0,12.0.1.63,7018,113.53.91.0/24,7018 3491 4651 99999,99999,12.0.1.63,A,0.0,0.0,24,4,4,0,3,1,1
1781152062.0,5.178.95.254,59919,154.215.8.0/24,59919 9002 2914 22427 18013 18013 99999,99999,5.178.95.254,A,0.0,0.0,24,7,7,1,6,1,1
1780281561.595152,45.61.0.85,22652,182.52.112.0/24,22652 1299 4637 4637 4637 4637 4651 99999,99999,45.61.0.85,A,0.0,0.0,24,8,8,1,7,1,1
1781151561.0,2a0a:3640:0:d::191,29504,2a02:ac80:f0::/48,99999,99999,2a0a:3640:0:d::191,A,0.0,50.0,48,1,1,0,2,1,1
1781151965.0,80.77.16.114,34549,138.117.172.0/24,99999,99999,80.77.16.114,A,0.0,0.0,24,1,1,1,6,1,1
1780281070.4866,45.61.0.85,22652,178.176.61.0/24,22652 1299 31133 99999,99999,45.61.0.85,A,0.0,0.0,24,4,4,0,3,1,1
1780272365.485486,137.164.16.84,2152,171.162.20.0/24,2152 3356 209 99999,99999,137.164.16.84,A,0.0,0.0,24,4,4,0,3,1,1
1781151743.0,193.148.251.1,34927,195.191.246.0/23,99999,99999,193.148.251.1,A,0.0,0.0,23,1,1,1,5,0,1
1781151784.0,23.129.32.61,49134,38.158.88.0/24,99999,99999,23.129.32.61,A,0.0,0.0,24,1,1,0,5,1,1
1781151886.0,165.16.221.66,37721,181.55.58.0/24,99999,99999,165.16.221.66,A,0.0,0.0,24,1,1,0,4,1,1
1780273162.701468,91.218.184.60,49788,186.211.206.0/23,99999,99999,91.218.184.60,A,0.0,0.0,23,1,1,0,3,1,1
1780281102.14812,45.61.0.85,22652,194.79.33.0/24,99999,99999,45.61.0.85,A,0.0,0.0,24,1,1,1,4,1,1
1781151726.0,2c0f:ee00::98:210,37721,2804:8c7c:8600::/40,37721 6939 61745 273309 99999,99999,2c0f:ee00::98:210,A,0.0,0.0,40,5,5,1,3,0,1
1780281302.455674,45.61.0.85,22652,62.217.156.0/24,22652 1299 34170 34170 99999,99999,45.61.0.85,A,0.0,0.0,24,5,5,1,4,1,1
1781151509.0,2001:4950::5,20205,2a02:ac80:c000::/48,99999,99999,2001:4950::5,A,0.0,0.0,48,1,1,1,2,0,1
1781151881.0,165.16.221.66,37721,38.17.196.0/22,99999,99999,165.16.221.66,A,0.0,0.0,22,1,1,0,3,1,1
1780272759.719712,91.218.184.60,49788,18.244.41.0/24,49788 1299 99999,99999,91.218.184.60,A,0.0,0.0,24,3,3,0,2,1,1
1781151979.0,202.69.160.152,17639,184.29.132.0/22,99999,99999,202.69.160.152,A,0.0,0.0,22,1,1,0,3,1,1
1781151300.0,2a09:4c0:500:c1a3::56e7,34800,2a03:5a00::/48,34800 58057 6939 1273 12389 99999,99999,2a09:4c0:500:c1a3::56e7,A,0.0,0.0,48,6,6,0,5,1,1
1781152145.0,5.255.90.109,202365,18.3.69.0/24,99999,99999,5.255.90.109,A,0.0,0.0,24,1,1,0,3,1,1
